Job Title,Company,Salary,Experience,Location,Skills,Source
System Ops & Operator Senior - Hà Nội - TA105,"Pro
NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG (VPBANK)",Thỏa thuận,Trên 5 năm,Hà Nội,IT - ...,TopCV
CVCC Mua Sắm Công Nghệ Thông Tin (Thu Nhập Hấp Dẫn) - TA184 - ID1108,"Pro
NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG (VPBANK)",Thỏa thuận,Trên 5 năm,Hà Nội,,TopCV
Nhân Viên Designer Part Time,CÔNG TY TNHH MENCARE VIỆT NAM,Thỏa thuận,1 năm,Hà Nội,Thiết kế...,TopCV
Thiết Kế Đồ Họa (Graphic Design),CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU MAY HẢI ANH,Thỏa thuận,1 năm,Hà Nội,Thiết kế...,TopCV
Chuyên Viên Tư Vấn Giải Pháp (PreSale),CÔNG TY CỔ PHẦN CÔNG NGHỆ 3S TOÀN CẦU,Thỏa thuận,3 năm,Hà Nội,"Đại Học tr..., IT Consultant",TopCV
Trưởng Phòng Hành Trình Khách Hàng Số,CÔNG TY CỔ PHẦN TẬP ĐOÀN BẤT ĐỘNG SẢN MẶT TRỜI,Thỏa thuận,5 năm,Hà Nội,Marketing /...,TopCV
Junior Designer,CÔNG TY TNHH CÔNG NGHỆ TRUYỀN THÔNG SOLO MEDIA VIỆT NAM,Thỏa thuận,1 năm,Hà Nội,Nghỉ thứ...,TopCV
Nhân Viên Thiết Kế - Thỏa Sức Sáng Tạo,CÔNG TY CỔ PHẦN KAGRI BIO,Thỏa thuận,1 năm,Hà Nội,Tuổi 27 ...,TopCV
Trưởng Nhóm Thiết Kế 2D,CÔNG TY TNHH THỜI TRANG QUỐC TẾ SAVANI,Thỏa thuận,2 năm,Thanh Hóa,May mặc ...,TopCV
Phó Phòng Sản Phẩm Gói Kiện,"Pro
TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL",Thỏa thuận,3 năm,Hà Nội,Logistic / ...,TopCV
Nhân Viên 3D Anime Artist,CÔNG TY TNHH HIBARI VIỆT NAM,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Mỹ t...,TopCV
Nhân Viên Thiết Kế Đồ Họa,CÔNG TY TNHH DALU,Thỏa thuận,1 năm,Hà Nội,Thương m...,TopCV
Chuyên Viên APP BUILDER – BUILD GLOBAL QUIZ APP,CÔNG TY TNHH DOHAGI HOLDINGS,Thỏa thuận,Dưới 1 năm,Hà Nội,IT - Phần m...,TopCV
Chuyên Viên Thiết Bị Mã Vạch,CÔNG TY CỔ PHẦN TẬP ĐOÀN THH HOLDINGS,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"Công n..., Direct Sales, B2B",TopCV
QA Manager,CÔNG TY TNHH EVERFIT TECHNOLOGIES VIỆT NAM,Thỏa thuận,5 năm,Đà Nẵng (mới),IT ...,TopCV
Chuyên Viên Thiết Kế Tem Nhãn,CÔNG TY CỔ PHẦN TẬP ĐOÀN THH HOLDINGS,Thỏa thuận,1 năm,Hà Nội,Sản xuất...,TopCV
Game Designer (Puzzle),CÔNG TY CỔ PHẦN WEEGOON GLOBAL,Thỏa thuận,3 năm,Hà Nội,"Nghỉ thứ 7, Game Design, Đạ...",TopCV
Graphic Design- Part Time,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ TRUYỀN THÔNG NAM VIỆT,Thỏa thuận,1 năm,Hà Nội,Nghỉ thứ...,TopCV
Chuyên Viên Thiết Kế Đồ Họa & Digital Marketing,"Pro
CÔNG TY CỔ PHẦN CÔNG NGHỆ ELITE",Thỏa thuận,2 năm,Hồ Chí Minh (mới),Marketin...,TopCV
Diễn Hoạt Viên 2D - Animator For Kids,HBR HOLDINGS,Thỏa thuận,Dưới 1 năm,Hà Nội,Game,TopCV
Chuyên Viên Dựng Hệ Thống Website – Mảng Kỹ Thuật,HBR HOLDINGS,Thỏa thuận,1 năm,Hà Nội,,TopCV
Cộng Tác Viên Edit Video - Rig Nhân Vật Hoạt Hình,HBR HOLDINGS,Thỏa thuận,Dưới 1 năm,Hà Nội,Thi...,TopCV
Assistant Technology - AI Application (Senior BA),HBR HOLDINGS,Thỏa thuận,1 năm,Hà Nội,"An ninh mạng, IT - Phầ...",TopCV
Trợ Lý Tổng Giám Đốc - Mảng Công Nghệ Thông Tin,TRUNG TÂM NGOẠI NGỮ BINGGO LEADERS,Thỏa thuận,1 năm,Hà Nội,"B2C, B2B",TopCV
Senior Presales Engineer - Cybersecurity (Lead),CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ MIỀN NAM,Thỏa thuận,Trên 5 năm,Hồ Chí Minh (mới),,TopCV
Kỹ Sư Lập Trình Machine Vision,CÔNG TY TNHH INDU VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,Tuổi...,TopCV
Thực Tập Sinh Thiết Kế Đồ Họa,CÔNG TY TNHH THIẾT KẾ THƯƠNG MẠI 7LIGHTS,Thỏa thuận,Không yêu cầu,Unknown,Thiết kế...,TopCV
Senior Graphic Designer,CÔNG TY TNHH TMDT PETOUR,Thỏa thuận,3 năm,Hà Nội,Marketin...,TopCV
Nhân Viên Thiết Kế Đồ Họa 2D (Designer 2D),CÔNG TY CỔ PHẦN ĐẦU TƯ VINSTAR GROUP,Thỏa thuận,1 năm,Hồ Chí Minh (mới),1 năm ki...,TopCV
Graphic Designer - Nhân Viên Thiết Kế,CÔNG TY TNHH BANTAM POINT,Thỏa thuận,3 năm,Đà Nẵng (mới),Thiết kế...,TopCV
Senior Data Analyst,CÔNG TY TNHH EVERFIT TECHNOLOGIES VIỆT NAM,Thỏa thuận,Trên 5 năm,Đà Nẵng (mới),"Data Analyst, Nghỉ thứ 7",TopCV
Mobile Manager,CÔNG TY TNHH EVERFIT TECHNOLOGIES VIỆT NAM,Thỏa thuận,Trên 5 năm,Đà Nẵng (mới),"T..., Nghỉ thứ 7, IT - Phần mềm",TopCV
Product Manager,CÔNG TY CỔ PHẦN TẬP ĐOÀN THH HOLDINGS,Thỏa thuận,2 năm,Hà Nội,Công nghệ k...,TopCV
Scrum Master (Marketplace),CÔNG TY TNHH EVERFIT TECHNOLOGIES VIỆT NAM,Thỏa thuận,2 năm,Đà Nẵng (mới),IT - Phần m...,TopCV
Chuyên Viên Thiết Kế,CÔNG TY CỔ PHẦN TẬP ĐOÀN QUEENLAND,Thỏa thuận,1 năm,Hà Nội,Bất động...,TopCV
Nhân Viên Thiết Kế Video (Video Designer / Video Ads Designer),CÔNG TY TNHH NEXTAD STUDIO,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Nghỉ thứ 7,TopCV
Business Development Executive,CÔNG TY CỔ PHẦN GOLDEN OWL SOLUTIONS,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"IT - P..., Direct Sales, B2B",TopCV
Designer Mảng Thẩm Mỹ,CÔNG TY TNHH GIẢI PHÁP TRUYỀN THÔNG DTH,Thỏa thuận,1 năm,Hà Nội,1 năm ki...,TopCV
"Nhân Viên Kinh Doanh, Sale, Tư Vấn Chuyển Đổi Số",CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM DUDI,Thỏa thuận,Không yêu cầu,Unknown,"Online Sales, Telesales",TopCV
Product Owner (Domain: Fintech),TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Thỏa thuận,5 năm,Hà Nội,"Ngân hàng, Tà...",TopCV
Devops Engineer (Mạnh K8S),CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,Thỏa thuận,2 năm,Hà Nội,"Nghỉ thứ 7, 2 ..., IT - Phần mềm",TopCV
Designer,CÔNG TY TNHH DA LIỄU 247,Thỏa thuận,1 năm,Hà Nội,1 năm ki...,TopCV
Nhân Viên Thiết Kế Designer,CÔNG TY CỔ PHẦN ĐẦU TƯ TÂM ĐẠO,Thỏa thuận,2 năm,Hà Nội,Thiết kế...,TopCV
"NodeJS Developer (4+YoE, English)",CÔNG TY CỔ PHẦN SYNODUS,Thỏa thuận,4 năm,Hà Nội,Nghỉ thứ 7,TopCV
Solution Architect Leader,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,Thỏa thuận,Trên 5 năm,Hà Nội,"Kỹ thuật IT, Nghỉ thứ 7",TopCV
Nhân Viên Multimedia Designer (In-House),CÔNG TY TNHH NI HAO,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Marketin...,TopCV
Nhân Viên Thiết Kế Đồ Họa (Graphic Designer),CÔNG TY TNHH CMENT,Thỏa thuận,1 năm,Nghệ An,Marketin...,TopCV
Graphic Designer,CÔNG TY CỔ PHẦN CHĂM SÓC SỨC KHỎE CỘNG ĐỒNG ST.PAUL,Thỏa thuận,Dưới 1 năm,Hà Nội,Dưới 1 n...,TopCV
Kỹ Sư Lập Trình AI Vision,CÔNG TY CỔ PHẦN RTC TECHNOLOGY VIỆT NAM,Thỏa thuận,Dưới 1 năm,Hà Nội,,TopCV
Prepress And Digital Printing Supervisor,CÔNG TY TNHH JANG TRIM,Thỏa thuận,5 năm,Hồ Chí Minh (mới),"Illustration, In ấn / ...",TopCV
Nhân Viên ERP (Lập Trình Và Phát Triển Hệ Thống),CÔNG TY CỔ PHẦN ABC VIỆT NAM,Thỏa thuận,2 năm,Hưng Yên (mới),IT - Ph...,TopCV
Sales Giải Pháp Nhà Máy & Khu Công Nghiệp,CÔNG TY CỔ PHẦN TCOM,Thỏa thuận,1 năm,Hà Nội,"Online Sales, Direct Sa...",TopCV
System Engineer,"Pro
CÔNG TY CỔ PHẦN VIỄN THÔNG FPT",Thỏa thuận,2 năm,Hà Nội,,TopCV
Chuyên Viên Graphic Designer,CÔNG TY CỔ PHẦN NỀN TẢNG SỐ MIC ACE,Thỏa thuận,1 năm,Hà Nội,Thương m...,TopCV
Nhân Viên Graphic Design ( Mỹ Phẩm ),CÔNG TY TNHH THƯƠNG MẠI HOPI,Thỏa thuận,2 năm,Hà Nội,Marketin...,TopCV
Trợ Lý Giám Đốc - Bộ Phận Máy,CÔNG TY TNHH MASCOT VIỆT NAM,Thỏa thuận,5 năm,Hải Phòng (mới),S...,TopCV
IT Comtor Tiếng Nhật,NTQ SOLUTION,Thỏa thuận,3 năm,Hà Nội,"IT Comtor, IT - Phần mềm",TopCV
Nhân Viên Lập Trình Máy NC,CÔNG TY TNHH KP AEROSPACE VIETNAM,Thỏa thuận,1 năm,Đà Nẵng (mới),"Kỹ sư cơ khí, Sản xuất...",TopCV
Video Editor (Motion Design),CÔNG TY CỔ PHẦN EZ TECHNOLOGY,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"Thiế..., Game",TopCV
Chuyên Viên Kinh Doanh Dự Án CNTT,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HC TOÀN CẦU,Thỏa thuận,3 năm,Hà Nội,"IT - ..., Direct Sales, B2B",TopCV
Senior Graphic Designer/ Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN TAJ VIỆT NAM,Thỏa thuận,3 năm,Hà Nội,Marketin...,TopCV
Thực Tập Sinh Thiết Kế,CÔNG TY CỔ PHẦN TRUYỀN THÔNG ĐA PHƯƠNG TIỆN THỦ ĐÔ,Thỏa thuận,Không yêu cầu,Unknown,Nghỉ thứ 7,TopCV
Nhân Viên Thiết Kế Đồ Hoạ,CÔNG TY TNHH MINH HƯƠNG PND,Thỏa thuận,3 năm,Hà Nội,Marketin...,TopCV
Chuyên Viên Thiết Kế,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN NEWX,Thỏa thuận,2 năm,Hà Nội,Tuổi 24 ...,TopCV
Chuyên Viên QA,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,An ninh m...,TopCV
Kỹ Sư Triển Khai Tích Hợp Hệ Thống,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,"An ninh mạng, IT - Phần mềm",TopCV
Nhân Viên Kinh Doanh,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Unknown,"Telesales, Direct Sales",TopCV
Nhân Viên Tư Vấn Triển Khai Phần Mềm,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Unknown,Direct S...,TopCV
Kỹ Sư PD - Thành Thạo Tiếng Trung,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC LUXCASE (VIỆT NAM),Thỏa thuận,1 năm,Nghệ An,Công nghệ k...,TopCV
Kỹ Sư Lập Trình PLC - Từ 1 Năm Kinh Nghiệm,CÔNG TY CP TẬP ĐOÀN KỸ THUẬT VÀ CÔNG NGHIỆP VIỆT NAM,Thỏa thuận,1 năm,Hà Nội,,TopCV
Thực Tập Sinh Thiết Kế & Truyền Thông,"Pro
CÔNG TY CP CHỨNG KHOÁN SSI",Thỏa thuận,Dưới 1 năm,Hà Nội,Thiết kế...,TopCV
Nhân Viên Graphic Design,CÔNG TY CỔ PHẦN IHEALTH GLOBAL,Thỏa thuận,Dưới 1 năm,Hà Nội,Dưới 1 n...,TopCV
Nhân Viên Kinh Doanh Dự Án,"Pro
CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI VÀ PHÁT TRIỂN CÔNG NGHỆ FSI",Thỏa thuận,2 năm,Hà Nội,"Telesale..., Direct Sales",TopCV
Multimedia Junior - Đi Làm Ngay,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN GIÁO DỤC VTCE,Thỏa thuận,Dưới 1 năm,Đà Nẵng (mới),Marketin...,TopCV
Kỹ Sư Thiết Kế Và Lập Trình Điện - Tự Động,CÔNG TY CỔ PHẦN TRỰC QUAN,Thỏa thuận,1 năm,Tây Ninh (mới),Tuổi ...,TopCV
Business Analyst,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,IT...,TopCV
Angular Developer Min 5 Năm Kinh Nghiệm,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,5 năm,Hà Nội,"T..., Ngân hàng, IT - Phần mềm",TopCV
Thực Tập Sinh Design,CÔNG TY CỔ PHẦN TRUYỀN THÔNG NAVEE,Thỏa thuận,Không yêu cầu,Unknown,Thiết kế...,TopCV
Nhân Viên Thiết Kế,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN COMI HOMES,Thỏa thuận,2 năm,Hà Nội,Bất động...,TopCV
Nhân Viên Digital Marketing & Growth (Full-Stack),CÔNG TY CỔ PHẦN DƯỢC PHẨM TÙNG LINH,Thỏa thuận,1 năm,Hà Nội,Marketi...,TopCV
Graphic Designer (2D Designer),CÔNG TY TNHH NOVAPAY SUPPORT,Thỏa thuận,2 năm,Hồ Chí Minh (mới),Thiết kế...,TopCV
Business Development Manager,WATA TECH,Thỏa thuận,Trên 5 năm,Hồ Chí Minh (mới),"Trên ..., Nghỉ thứ 7, B2B",TopCV
Nhân Viên Thiết Kế Đồ Họa (Graphic Designer),CÔNG TY CỔ PHẦN JEGA VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,Marketin...,TopCV
Nhân Viên Tin Học,CÔNG TY TNHH DU LỊCH F5 VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,An ninh mạng,TopCV
Giáo Viên Dạy Lập Trình Thuật Toán/Thi Đấu,CÔNG TY TNHH THƯƠNG MẠI KPG VIỆT NAM,Thỏa thuận,Không yêu cầu,Unknown,IT - ...,TopCV
Kỹ Sư Lập Trình Phay CNC Hàng Chi Tiết,CÔNG TY CỔ PHẦN HESEM ENGINEERING,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),"Kỹ sư cơ khí, Dưới 1 n...",TopCV
Automation Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,"T..., Ngân hàng, IT - Phần mềm",TopCV
Data Tester Min 3 Năm Kinh Nghiệm,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,IT ...,TopCV
Performance Tester Min 2 Năm Kinh Nghiệm,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,2 năm,Hà Nội,IT ...,TopCV
Kỹ Thuật Lập Trình PLC,CÔNG TY TNHH ELENTEC VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,,TopCV
Kỹ Thuật Lập Trình Vision,CÔNG TY TNHH ELENTEC VIỆT NAM,Thỏa thuận,5 năm,Hà Nội,,TopCV
Nhân Viên Thiết Kế,CÔNG TY TNHH KHOA HỌC VÀ KỸ THUẬT THÔNG TIN HOA THIÊN,Thỏa thuận,1 năm,Bắc Ninh (mới),Marketin...,TopCV
Thiết Kế Chế Bản Sách,CÔNG TY TNHH TIÊN PHONG BOOKS,Thỏa thuận,1 năm,Hà Nội,Thiết kế...,TopCV
Nhân Viên Mobile App,CÔNG TY CỔ PHẦN FUNIUS,Thỏa thuận,2 năm,Hà Nội,"Nghỉ th..., Game, IT - Phần mềm",TopCV
Kỹ Sư Dự Án (Project Engineer) - Lĩnh Vực GTTM,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRÍ NAM,Thỏa thuận,1 năm,Hà Nội,"I..., IT - Phần mềm, B2B, B2G",TopCV
Designer Fulltime,CHENGLOVEHAIR,Thỏa thuận,2 năm,Hà Nội,2 năm ki...,TopCV
Devops Engineer (Có Kinh Nghiệm BE Developer),CÔNG TY CỔ PHẦN KAOPIZ SOFTWARE,Thỏa thuận,2 năm,Hà Nội,Nghỉ thứ 7,TopCV
Nhân Viên Vận Hành Máy CNC,CÔNG TY TNHH LIFESTYLE FURNITURE,Thỏa thuận,1 năm,Đồng Nai (mới),S...,TopCV
Graphic Design - Túc Tắc Tea.,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THANH SINH,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),Thiết kế...,TopCV
Nhân Viên Sale Giải Pháp Chuyển Đổi Số MasterPro,CÔNG TY CỔ PHẦN HOSCO VIỆT NAM,Thỏa thuận,Dưới 1 năm,Hà Nội & Hồ Chí Minh (mới),"Online Sales, Telesales",TopCV
Senior Designer,CÔNG TY TNHH ONE REPUBLIC,Thỏa thuận,3 năm,Hồ Chí Minh (mới),Nghỉ thứ...,TopCV
Sales IT_Thị Trường Tiếng Anh,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,Thỏa thuận,3 năm,Hà Nội,"Online Sales, Nghỉ t..., B2B",TopCV
Nhân Viên Thiết Kế,CÔNG TY TNHH KIEUFARM,Thỏa thuận,2 năm,Hồ Chí Minh (mới),Marketin...,TopCV
UX/UI Website Design,CÔNG TY TNHH DIWE,Thỏa thuận,1 năm,Hà Nội,Thiết kế...,TopCV
Chuyên Viên Tư Vấn Dự Án CNTT,CÔNG TY TNHH TƯ VẤN VÀ ĐẦU TƯ CÔNG NGHỆ DMT VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,"IT Consultant, Tiến..., Nghỉ thứ 7, IT - Phần mềm",TopCV
Graphic Designer,CÔNG TY TNHH REVBUILD VIỆT NAM,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Thiết kế...,TopCV
Sales Dự Án CNTT/ĐTVT,CÔNG TY CỔ PHẦN DỊCH VỤ KỸ THUẬT THƯƠNG MẠI TECHVIET,Thỏa thuận,1 năm,Hà Nội,"IT - ..., Direct Sales, B2B",TopCV
Thiết Kế Đồ Họa Ngành May - Thời Trang,CÔNG TY TNHH MAY SƯ TỬ VÀNG,Thỏa thuận,3 năm,Hồ Chí Minh (mới),May mặc ...,TopCV
Nhân Viên Design,CÔNG TY TNHH DỊCH VỤ HẢI SẢN MỸ HẠNH,Thỏa thuận,1 năm,Đà Nẵng (mới),Nhà hàng...,TopCV
Designer - Thiết Kế POD 2D/3D,CÔNG TY TNHH E-HGMCOM,Thỏa thuận,Không yêu cầu,Unknown,Thương m...,TopCV
Graphic Designer Thiết Kế Logo Cho App Mobile,CÔNG TY TNHH MỘT THÀNH VIÊN ALLSOFT,Thỏa thuận,Dưới 1 năm,Hà Nội,IT - Phầ...,TopCV
Nhân Viên Thiết Kế - Graphic Designer (E-Commerce),CÔNG TY CỔ PHẦN EAZ VIỆT NAM,Thỏa thuận,3 năm,Hà Nội,Bán lẻ -...,TopCV
Kỹ Sư Cầu Nối (Brse),CÔNG TY CỔ PHẦN KAOPIZ SOFTWARE,Thỏa thuận,1 năm,Hà Nội,"Nghỉ thứ ..., IT - Phần mềm",TopCV
BrSE (Kỹ Sư Cầu Nối),CÔNG TY CỔ PHẦN KAOPIZ SOFTWARE,Thỏa thuận,1 năm,Nhật Bản,"1 năm kin..., IT - Phần mềm",TopCV
POD Graphic Designer (All Levels),CÔNG TY CỔ PHẦN WICOM,Thỏa thuận,1 năm,Hà Nội,Thương m...,TopCV
Project Quality Assurance (PQA),CÔNG TY TNHH RELIPA,Thỏa thuận,Dưới 1 năm,Hà Nội,IT - Phần...,TopCV
Thiết Kế Design,CÔNG TY TNHH ĐIỆN TỬ GAOQI (VIỆT NAM ),Thỏa thuận,1 năm,Bắc Ninh (mới),Thiết kế...,TopCV
Kỹ Sư Sản Xuất & Lập Trình Robot,CÔNG TY TNHH SUKAVINA,Thỏa thuận,Không yêu cầu,Unknown,"Điện / ..., Kỹ sư cơ điện",TopCV
Designer,VIỆN THẨM MỸ QUỐC TẾ KOREA,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Thiết kế...,TopCV
Nhân Viên Kinh Doanh Sale Dịch Vụ Số Tại VNPT,CÔNG TY CỔ PHẦN KASACO,Thỏa thuận,Không yêu cầu,Unknown,"Telesales, Direct Sales",TopCV
Design/ Thiết Kế,CÔNG TY TNHH YC VIỆT NAM,Thỏa thuận,1 năm,Hà Nội,Mark...,TopCV
Designer Pod,CÔNG TY TNHH JR MEDIA,Thỏa thuận,Dưới 1 năm,Đà Nẵng (mới),Thiết kế...,TopCV
Nhân Viên Thiết Kế,CÔNG TY TNHH YAMANAKA MART,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Nhà hàng...,TopCV
Thực Tập Animation Game,CÔNG TY CỔ PHẦN FUNIUS,Thỏa thuận,Dưới 1 năm,Hà Nội,Nghỉ thứ 7,TopCV
Kỹ Sư Giải Pháp Công Nghệ Thông Tin,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HC TOÀN CẦU,Thỏa thuận,3 năm,Hà Nội,"3 năm kinh ..., Tuổi 25 - 40",TopCV
Junior Graphic Designer,CÔNG TY TNHH FUSION CELL,Thỏa thuận,1 năm,Hà Nội,Thiết kế...,TopCV
Nhân Viên Quản Lý Dự Án (Project Manager),CÔNG TY TNHH ECOMELITE GLOBAL,Thỏa thuận,2 năm,Thái Nguyên (mới),"Thương mạ..., IT - Phần mềm",TopCV
Design Marketing,CÔNG TY TNHH PHÂN PHỐI GSX,Thỏa thuận,2 năm,Hà Nội,Thiết kế...,TopCV
Nhân Viên Thiết Kế 3D,CÔNG TY TNHH HATUBA,Thỏa thuận,1 năm,Thanh Hóa,Marketin...,TopCV
Nhân Viên Graphic Designer Fulltime,CÔNG TY TNHH TRUYỀN THÔNG MAINN MEDIA,Thỏa thuận,1 năm,Hà Nội,Thương m...,TopCV
Nhân Viên Kinh Doanh Chữ Kí Số - Không Áp KPI,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ CÔNG NGHỆ AN PHÁT,Thỏa thuận,Dưới 1 năm,Hà Nội,"Telesales, Viễn thôn..., B2B",TopCV
CHUYÊN VIÊN KINH DOANH HOSTING/VPS - Thu Nhập Lên Tới 30 Triệu - Tối Thiểu 1 Năm Kinh Nghiệm,CÔNG TY CỔ PHẦN GIẢI PHÁP VÀ CÔNG NGHỆ VIETNIX,30 Triệu,1 năm,Hồ Chí Minh (mới),"IT - ..., B2B",TopCV
Nhân Viên Thiết Kế 3D,CÔNG TY TNHH THƯƠNG MẠI KENGROUP,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),Thiết kế...,TopCV
Chuyên Viên Thiết Kế (Graphic Design),CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ BẤT ĐỘNG SẢN VÀ ĐẦU TƯ RETI,Thỏa thuận,1 năm,Hà Nội,Bất động...,TopCV
System Engineer (Data Center),"Pro
CÔNG TY TNHH MTV VIỄN THÔNG QUỐC TẾ FPT",Thỏa thuận,1 năm,Hà Nội,"Viễn thông, Ng..., IT - Phần mềm",TopCV
Chuyên Gia Mạng & An Ninh Mạng (L3),"Pro
FPT IS",Thỏa thuận,Trên 5 năm,Hà Nội,An ninh mạng,TopCV
IT Business Development,CÔNG TY CỔ PHẦN AHT TECH,Thỏa thuận,2 năm,Hồ Chí Minh (mới),"Online Sa..., Direct Sales",TopCV
Kỹ Sư Thiết Kế Điện - Lập Trình Máy,CÔNG TY CỔ PHẦN DEVBRIX,Thỏa thuận,1 năm,Hồ Chí Minh (mới),,TopCV
Graphic Designer,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN G.EMPIRE,Thỏa thuận,2 năm,Hà Nội,2 năm ki...,TopCV
Amazon Designer POD,CÔNG TY TNHH TIMIND,Thỏa thuận,1 năm,Hà Nội,1 năm ki...,TopCV
Database Administrator (DBA),"Pro
CÔNG TY TNHH SAMSUNG SDS VIỆT NAM",Thỏa thuận,4 năm,Hà Nội,,TopCV
Kỹ Sư An Ninh Mạng (Kinh Nghiệm Từ 2 Năm),CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI NINH THANH,Thỏa thuận,2 năm,Hà Nội,"An ninh mạng, 2 ...",TopCV
Graphic Designer 3D,CÔNG TY CỔ PHẦN NÓN XANH,Thỏa thuận,5 năm,Hồ Chí Minh (mới),Marketin...,TopCV
Graphic Designer 2D/3D - Ngành Truyền Thông/Quảng Cáo Ngoài Trời OOH/Activation Tại TP HCM,CÔNG TY CỔ PHẦN TRUYỀN THÔNG PHẠM SƠN,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Marketin...,TopCV
Nhân Viên Thiết Kế 3D (3D Artist),CÔNG TY TNHH SUPERCENT VIỆT NAM,Thỏa thuận,2 năm,Hồ Chí Minh (mới),"Game, 3D Modeler, Nghỉ thứ 7",TopCV
Nhân Viên QA,CÔNG TY TNHH SUPERCENT VIỆT NAM,Thỏa thuận,2 năm,Hồ Chí Minh (mới),"Game, 3D Modeler, Nghỉ thứ 7",TopCV
Kỹ Sư Kiểm Tra Thiết Bị - AME,"FOXLINK VIETNAM CO., LTD",Thỏa thuận,3 năm,Hồ Chí Minh (mới),,TopCV
Graphic Designer - Chuyên Viên Thiết Kế F&B,CHI NHÁNH CÔNG TY TNHH DỊCH VỤ TL,Thỏa thuận,2 năm,Hồ Chí Minh (mới),2 năm ki...,TopCV
Security Engineer,CÔNG TY CỔ PHẦN CMC OPENAI,Thỏa thuận,3 năm,Hà Nội,"An ninh mạng, Đi...",TopCV
Nhân Viên Vận Hành Máy CNC,CÔNG TY TNHH KP AEROSPACE VIETNAM,Thỏa thuận,1 năm,Đà Nẵng (mới),S...,TopCV
Media Designer/Nhân Viên Thiết Kế ( Đi Làm Ngay),LOU STUDIO,Thỏa thuận,1 năm,Hà Nội,Marketin...,TopCV
